,toxic
5055,1
4819,1
4529,1
2701,1
5069,1
4123,1
3483,1
257,1
1018,1
1914,0
3109,1
2127,0
4634,1
2146,1
2480,1
3998,0
2550,1
4080,0
2589,1
574,1
2573,1
1986,1
3222,1
2199,1
9,1
2051,0
2156,0
4377,1
1740,1
823,0
3178,1
4473,0
494,0
1832,0
2092,0
551,0
1321,1
4208,0
2745,0
3413,1
1033,1
401,1
4393,1
1357,0
1239,0
476,1
4997,1
1308,0
232,0
2379,0
3674,1
3511,1
3144,0
1603,1
4310,0
1109,1
3497,1
2428,1
4074,1
2610,1
2948,0
3232,0
5135,0
3283,0
1062,1
2787,0
3939,1
4871,0
4267,0
2743,0
1952,1
1404,0
4585,1
477,1
1811,1
5199,0
3765,0
816,1
199,0
1498,0
4699,0
4315,1
524,1
1558,0
3542,0
2905,0
5170,1
2553,0
975,1
1500,1
1256,1
1539,0
5042,1
3468,0
161,1
4048,1
1310,1
3610,1
3788,0
4214,1
3731,0
4520,1
2426,0
3324,0
934,1
187,1
3185,0
4573,1
2818,1
3715,1
4618,1
4271,1
2025,1
2041,1
2999,1
2143,1
178,1
3529,0
4946,0
5066,0
3802,0
4649,0
5039,1
3834,1
2662,1
4085,0
982,1
3570,1
2938,1
5149,1
3523,1
4587,0
3785,1
1962,1
4701,0
3985,1
3776,0
2827,0
1307,0
1793,0
5123,0
3125,1
4969,1
2071,1
3754,1
1809,1
4724,1
3046,0
4226,1
3219,1
1839,0
2523,1
2537,0
5037,1
3384,1
111,0
1644,0
2035,0
4630,1
1925,0
2399,1
3098,1
224,1
5058,0
4531,1
1388,1
3145,0
4996,1
2965,1
3368,0
4579,0
4234,1
4183,0
1350,0
4540,1
2286,1
3870,0
4351,1
1713,1
5101,1
4307,1
1532,0
407,0
1123,0
1786,0
4327,1
1520,0
4431,0
3659,1
3614,0
728,0
1247,0
4501,0
4581,0
3925,0
3653,0
5026,0
1173,1
1225,1
4018,1
611,0
4688,0
3796,1
1146,1
1497,1
1936,1
3807,0
3475,1
3093,0
547,1
2924,1
4291,0
4733,1
4162,1
3354,1
2282,1
1288,0
2028,1
2966,1
1941,0
2958,1
2836,0
3692,1
4844,0
430,0
4647,1
3357,0
2767,1
2750,0
1164,1
1300,0
909,0
1876,0
2561,0
5165,0
184,0
2641,0
3139,1
1204,1
1620,1
742,0
857,1
2053,1
3049,0
705,0
438,0
4331,0
1577,1
4606,0
3191,1
3402,0
2886,0
414,0
3739,0
5050,1
2954,1
3480,0
941,1
620,0
2615,0
1016,0
1868,1
2276,0
3932,1
3255,0
4982,1
3971,0
4046,1
5022,1
3695,1
3140,0
5059,1
4207,1
2527,1
1314,0
1455,0
173,0
5161,1
279,1
236,0
3735,1
3230,1
4025,1
4953,1
3650,0
4418,1
2119,1
1380,1
3763,0
804,1
673,1
478,1
1315,0
3040,1
4909,1
4932,0
3157,1
4325,1
2309,0
305,1
364,0
1505,1
4290,1
3593,0
781,0
2435,0
820,1
4374,0
3507,0
4974,1
4796,1
4876,1
915,0
741,1
2841,0
1456,0
1127,1
1913,1
1982,1
5233,1
3868,1
4341,0
1677,0
3300,0
4308,1
3950,0
762,1
2840,1
4005,0
2774,0
4896,0
4860,1
697,1
5134,1
4503,1
1081,0
3762,0
2300,0
2620,0
2061,1
3258,1
858,0
323,0
3020,1
642,1
1660,1
3247,0
1655,0
1128,1
2601,1
4870,0
703,1
2858,1
3685,1
1757,1
432,1
3590,1
4631,0
1842,0
926,1
4678,0
2646,0
3895,0
155,1
1282,0
1836,1
883,1
2006,1
4874,1
3403,1
3557,0
4118,1
3366,0
1067,0
2389,0
2306,0
2741,0
1734,1
1845,1
2608,0
433,1
3415,0
1002,1
3488,1
3829,1
2436,0
2851,0
4828,0
4878,0
4659,1
277,0
3794,1
4557,1
51,1
4835,1
2481,1
2538,0
754,1
234,1
2746,0
4887,0
5184,0
1745,1
2387,1
2719,0
3923,1
1316,1
4536,0
4975,0
3260,1
4095,0
4787,0
5260,1
1871,1
2467,1
3688,1
181,1
3196,0
2420,1
488,1
3628,1
221,0
4848,1
3204,0
1125,1
3607,0
4558,0
5014,1
1977,1
733,1
5158,1
346,1
808,1
1076,0
1860,1
1429,0
1578,1
2544,0
3087,0
267,0
1673,0
423,1
351,1
128,1
5216,0
228,1
4683,1
2517,0
588,1
1976,1
3408,0
769,1
3724,0
789,0
3110,1
1617,1
5031,0
3207,1
343,1
2825,1
5017,1
2547,1
182,1
1656,0
2196,0
204,0
2765,1
723,0
3385,1
2009,1
4814,1
4985,1
61,0
3752,0
274,0
1370,1
2997,0
2376,0
587,1
3404,1
1747,0
4111,1
1604,0
513,1
1820,1
4775,0
3297,1
4316,0
2679,0
2791,0
76,0
2319,1
3347,1
3588,0
5132,1
1158,1
3792,1
5198,0
1691,0
1228,1
3011,0
4776,1
1934,0
2082,0
5266,1
1805,0
3961,0
3047,0
1879,1
1630,1
4793,1
3574,0
10,1
2778,1
3697,1
3722,0
1194,0
1813,0
2780,1
2760,1
4056,1
687,1
4049,1
3389,1
422,0
3841,0
4707,0
2366,0
4586,1
2460,1
4144,0
114,0
4684,0
2057,1
445,0
1385,1
207,1
4962,1
3387,1
3031,0
4752,1
5028,0
4361,1
3648,0
4240,1
1678,1
805,0
2545,1
2153,0
3365,1
2345,0
2384,1
3092,0
1496,0
2603,0
1250,0
2085,1
3380,1
2111,0
2289,1
260,1
793,1
1718,1
1917,0
4617,0
5063,1
4986,1
1242,0
4518,0
1374,1
563,1
693,1
1709,0
3022,1
692,1
2977,1
1245,1
3090,0
3643,1
3703,1
2843,1
2175,1
4562,0
5040,1
4991,1
4864,0
4039,0
2227,0
932,0
1143,1
3670,1
1340,0
462,0
3753,0
276,0
3158,1
4700,1
738,1
1205,1
4665,0
4550,0
5217,1
4030,1
5084,1
3869,1
4428,1
3474,1
2262,1
4463,1
1135,0
4148,1
149,1
2095,1
5220,1
987,0
2347,1
2375,1
2356,0
1348,0
527,1
3015,1
887,0
5179,1
4266,1
616,0
1244,0
3112,0
474,1
2568,0
145,1
2936,1
4934,1
4807,1
3720,1
3509,0
5232,0
4231,1
2190,0
3101,1
2980,0
2452,1
1369,1
1447,1
2468,1
1077,0
2005,0
1367,0
797,1
3539,0
4993,1
4592,0
1129,1
2508,0
1193,0
4089,1
3702,1
421,1
3279,1
589,1
1295,1
3575,0
1246,1
870,1
3056,1
3678,1
1097,1
1463,0
1407,1
3328,0
5119,1
1964,1
254,0
2040,0
357,1
310,0
4575,0
3883,1
1598,1
895,1
4748,0
350,0
4912,1
2191,0
3952,1
90,1
4264,1
2652,0
1211,0
4355,1
41,1
2342,0
2216,0
4354,1
1420,0
3668,1
1983,1
2137,0
1144,1
4862,0
2471,1
4719,1
4447,0
417,1
2444,1
2693,1
5001,1
2254,0
3334,0
4006,0
4227,0
2411,1
77,0
4872,1
3966,1
1406,0
514,1
3780,1
4343,1
2084,0
4004,1
2020,1
209,1
3976,1
3103,1
2256,1
485,1
4799,1
120,0
1799,1
3706,1
3873,1
1723,1
425,1
3094,1
100,0
715,1
4045,1
1574,0
4302,1
3233,0
4972,1
625,1
3027,1
2727,0
1570,1
2907,1
4632,1
1210,1
2308,1
1167,0
4845,1
4669,0
1742,0
290,0
1240,1
399,0
2842,1
46,1
1998,1
2021,1
3649,0
4042,1
4033,1
639,1
3938,1
2427,1
4627,0
243,1
3205,1
4022,0
2313,1
4805,1
3682,1
53,0
670,0
3631,1
1607,0
4818,0
5115,1
4898,1
1037,1
4296,1
4612,1
2396,0
2717,1
4519,1
2703,0
2627,0
3458,0
337,1
3618,1
373,1
386,1
1926,0
507,0
4670,0
5090,0
5126,0
1227,0
2596,0
2130,1
2794,1
4028,0
292,0
1679,1
5234,0
2951,0
1368,1
2252,1
3261,0
2188,1
3903,1
3958,0
2341,1
2854,0
809,0
2386,1
3248,1
4187,1
1545,1
1639,1
3316,1
4169,0
328,0
2797,1
1937,1
4430,0
97,0
3002,1
4743,0
4448,1
4132,1
3677,1
3146,0
4626,1
4259,0
4217,0
4897,1
3914,1
5079,1
4559,1
2287,1
3630,0
1045,1
644,1
2775,0
1427,0
4357,0
215,0
2889,1
4731,1
5242,0
811,0
1092,1
2929,0
2874,0
5197,0
1560,1
1346,0
3852,0
3018,1
1732,1
4476,1
2072,0
2602,1
2952,0
5085,1
21,0
3882,1
2598,0
4029,1
2250,1
1312,1
2159,1
3,1
5221,0
1573,1
1627,1
1721,1
4121,0
5080,0
3512,1
3137,1
5117,0
4137,1
3517,1
2992,1
3071,0
3748,1
831,1
2640,0
3708,0
4605,0
1469,0
3423,1
4679,0
112,0
1048,1
497,1
1701,1
5008,1
681,1
3163,0
1032,1
2572,1
3252,1
888,0
3136,1
1142,1
2449,0
2915,0
5064,0
1036,1
2453,0
4149,1
1237,0
1175,1
3622,0
2474,0
3211,1
5060,1
4926,0
1446,0
4939,1
1409,1
2284,0
5249,1
4653,1
4771,1
2099,0
3259,0
3406,1
3524,0
946,0
1951,0
1821,0
1981,1
3147,1
1253,0
691,1
450,0
1010,1
4720,1
2721,1
4152,0
4131,1
2064,1
1019,1
2628,0
4943,0
3272,0
4204,1
2600,0
4497,0
1132,1
1182,0
2333,0
801,0
3718,1
2799,1
1714,1
2562,0
2185,0
628,0
3498,0
1818,1
5010,0
4044,0
4702,1
5236,0
300,1
4888,1
3477,0
2416,0
4086,1
4676,0
4642,0
4269,0
3804,1
4762,1
1281,1
65,1
4958,1
4597,0
3344,1
3740,1
841,0
4970,1
108,1
3812,0
5269,1
1442,1
2008,1
1313,0
3447,0
1722,0
5202,1
2930,0
2391,0
2234,1
3394,0
2950,1
1508,1
3908,1
4236,0
2010,0
711,1
4299,0
4023,0
3134,0
1594,0
4015,0
849,1
3425,0
1847,1
1869,1
621,0
4298,0
2026,1
4238,0
3949,1
2548,0
4754,1
855,0
1652,1
1885,0
1179,1
4957,1
1874,1
3551,1
1754,1
1641,0
1292,1
3128,1
4398,0
4526,0
4643,1
1236,0
2126,0
3170,1
3173,1
4487,1
5098,1
3265,1
4928,0
4110,1
5102,1
3983,1
2819,1
2236,0
1912,1
2414,1
4353,0
885,1
1548,1
3917,1
3449,1
724,0
1108,0
1609,0
467,1
212,1
1824,0
1479,0
4949,1
1086,1
4466,1
2496,1
4446,1
318,1
427,1
251,0
2077,1
3325,1
3880,0
652,1
2978,0
157,1
4396,0
4910,1
5082,1
1878,0
3732,1
28,1
3337,0
4366,1
1394,0
4935,1
3238,1
1629,1
3285,0
4588,1
3041,1
1800,0
3549,0
2890,1
4502,1
5247,1
5191,1
3627,0
2186,0
2830,0
301,1
1883,1
2982,0
5196,1
3959,1
5045,0
978,1
5166,1
4685,1
3499,0
1356,1
127,0
392,1
1291,0
814,1
765,0
2116,1
822,0
2919,1
3245,1
986,1
4002,0
1555,0
1334,0
4061,1
2989,1
1908,0
3760,1
1886,1
3008,1
104,1
3858,1
3787,0
1195,0
3001,1
4421,1
2169,1
2486,0
1859,0
3221,1
626,1
2093,0
4737,0
341,1
4289,0
470,1
2993,0
278,1
600,1
4292,1
2018,1
2823,1
3419,1
998,1
1325,0
3097,1
927,1
4084,1
2892,0
443,1
668,1
2555,1
5032,0
1047,0
961,1
389,1
4103,0
2462,1
1155,1
3290,1
1956,1
3332,0
925,1
4582,0
1777,0
4069,0
2407,1
5124,0
4124,0
102,1
1104,0
782,0
4101,1
1452,0
1174,1
2023,1
2380,0
24,1
3376,1
1106,0
5015,0
3456,0
4130,1
335,0
1904,0
1103,0
2398,1
4616,1
2090,0
2161,0
2024,0
4082,1
1277,0
1911,1
1672,0
3686,1
4726,1
1531,1
4572,1
1993,1
1074,0
1802,1
4565,0
1756,1
4786,1
1768,1
1665,1
1542,1
2135,1
2405,1
2488,1
1735,0
1333,0
4755,0
4395,0
519,1
938,1
3734,0
4384,0
4622,1
3547,1
2383,1
481,0
2502,1
907,1
4024,0
252,0
2109,0
2920,0
2730,1
219,0
2131,1
4749,1
89,1
1009,1
2833,1
4783,1
698,0
5003,1
4105,0
353,0
3017,1
416,1
3826,1
2792,0
4362,1
5035,1
57,0
995,1
4451,0
382,1
4839,0
2654,1
342,0
3014,1
3282,1
4482,0
2406,1
1039,1
4705,1
3658,0
4528,1
2322,0
2458,1
4984,1
2101,0
3847,0
4272,0
500,0
2205,1
468,1
1260,0
171,1
4191,1
570,1
3127,1
3886,1
2241,0
5052,0
2751,1
2802,1
5153,0
4426,0
296,1
1525,1
1008,1
2439,0
3636,1
2050,1
1547,1
3096,0
2437,0
4243,1
2203,1
2957,0
264,0
1766,0
3944,0
603,1
2423,0
688,1
3984,1
1572,0
4441,1
2738,0
3441,1
1729,0
2960,1
4717,0
3411,0
2667,1
1138,0
2321,1
1102,1
3440,1
1653,0
3165,0
1796,1
1840,1
759,0
4460,1
1492,0
571,0
4525,1
4789,1
136,1
3005,0
3766,1
3816,1
760,0
4339,1
2635,0
1968,1
1071,0
3992,1
4960,1
2820,1
1090,1
367,0
5027,0
4076,1
5057,0
1580,1
1133,0
2344,0
2029,1
3469,1
249,0
4694,1
3077,1
2650,0
3105,0
4322,0
447,1
2318,1
1293,0
52,0
4959,1
908,0
3267,1
2456,0
1866,0
730,1
1661,1
1339,1
3159,1
3194,0
2367,1
2908,1
614,0
1648,0
951,0
5251,1
4680,0
3960,1
1384,1
3487,0
1694,1
123,0
2864,0
2495,0
1056,1
4222,0
4371,0
2279,0
580,0
4764,0
1637,1
4856,1
1760,0
1948,0
67,1
3916,1
4410,0
1543,1
413,1
3396,1
4304,1
685,1
2691,0
4696,1
1305,1
606,0
5219,1
424,0
3314,1
3704,1
5267,1
4535,0
1212,1
4652,1
1040,0
605,0
32,0
1838,1
2642,0
3821,0
4735,0
2769,0
47,0
2673,1
2485,0
5206,1
1554,1
4367,0
1035,0
3317,0
1082,0
1337,1
4370,0
2953,0
2412,0
1168,0
2487,0
2417,0
4937,0
