,toxic
238,0
5257,1
5151,1
5332,1
5011,1
6600,1
4626,0
2871,1
847,0
1897,0
4107,0
2026,0
5300,0
12,0
7374,1
3530,1
5703,1
3277,0
2937,0
77,1
6109,0
3144,0
5477,0
5384,0
5546,1
6621,0
5406,0
505,0
4315,0
4237,0
260,0
3231,0
2899,1
4638,0
7547,1
6950,0
5964,1
6812,0
3108,0
7025,1
6838,0
2390,1
3686,1
1800,1
2958,0
4794,0
986,1
7416,1
4793,0
1185,1
254,1
2981,0
1312,0
2440,1
881,0
1859,0
1840,0
4080,1
2351,0
7586,1
5783,1
3598,0
1781,0
5813,1
2676,0
2833,0
2473,0
5449,1
7561,0
7228,1
6151,1
4572,1
473,0
6898,1
5379,0
803,1
6690,0
7508,0
2659,0
966,1
6908,1
3648,0
2846,0
6607,1
3778,1
5640,1
4455,0
3939,1
4673,1
6731,1
5625,0
6069,1
6628,1
1934,0
3562,0
7020,0
2403,1
128,0
3373,1
2744,0
2438,1
6978,0
4520,0
5248,1
7701,1
4174,0
1553,1
2533,0
142,0
5865,0
555,0
2288,0
1680,0
7219,0
3418,0
1642,0
3747,0
6961,0
5494,1
3857,0
6473,0
4958,0
6893,0
3120,0
6671,1
7428,1
5347,0
4128,1
3125,0
4855,0
5581,1
7628,1
7700,0
6650,0
5515,1
3612,0
748,0
1295,0
5165,1
300,1
849,0
1055,0
1870,0
6035,0
5465,0
5763,1
3258,1
2231,0
1333,0
1482,1
3559,1
5486,0
2326,0
3977,0
4492,0
6206,0
2946,0
965,0
4672,1
3738,1
657,1
5522,1
4068,1
5194,0
3904,0
3991,0
589,1
1717,0
3068,0
6998,0
2423,0
3794,0
1436,1
1451,0
1115,1
2100,1
1510,0
2145,1
6797,0
3754,1
2860,1
7314,0
2246,0
466,1
4322,0
4160,0
2225,1
30,0
7447,0
3963,1
1256,0
1325,1
4959,0
2717,1
7315,0
1604,0
4592,1
1921,1
3473,0
5289,0
3140,0
1762,0
680,1
5398,0
3969,0
1367,1
6104,1
6705,0
5542,0
1910,0
1352,1
2885,0
3696,0
663,0
6441,0
2466,0
5412,0
4908,1
3441,0
23,1
6848,1
6761,0
220,1
3247,0
6428,0
2329,1
4657,0
2601,1
1775,0
1431,1
6884,1
7213,1
7556,0
5212,0
6348,0
5322,0
5797,1
4036,0
3187,0
3701,0
5468,1
6839,1
278,0
3056,0
2706,1
2377,0
644,0
3578,0
7820,0
223,1
3679,0
3593,0
5299,1
7027,1
5972,0
2469,0
3132,0
3535,0
5885,0
4857,0
7662,1
7637,1
1909,0
450,1
6774,0
4245,0
4966,1
2431,0
7789,0
6174,0
4885,0
3982,1
1880,1
7342,0
5821,1
3724,0
1470,0
7526,0
2144,1
1673,0
4399,0
3395,1
3394,1
7079,0
7422,0
3462,0
5290,0
1698,0
535,0
2543,1
83,0
6795,0
7420,0
2015,0
1347,1
4682,1
5623,1
2203,0
934,0
2746,0
5126,0
5781,0
1461,0
6110,1
7061,0
5111,0
5872,1
7133,0
7343,0
4070,0
886,0
4066,1
1640,1
7359,1
2283,0
1438,1
6070,1
862,0
6261,0
1061,0
2022,1
3623,0
1774,0
1970,1
5181,1
1578,1
5539,1
1714,0
873,1
5502,0
5357,1
2148,1
4146,0
6620,0
6606,0
4259,1
5001,1
3189,1
7809,1
5986,0
5776,0
6993,1
625,1
5219,0
7453,0
1946,0
2347,1
3180,0
6461,0
2721,1
2008,0
4790,0
384,0
3246,0
199,1
130,1
1770,0
6593,1
4594,0
1606,1
6056,1
3669,0
2171,0
5138,0
2847,0
2234,0
3844,0
4814,1
4862,0
5971,0
2732,0
3845,0
481,0
4419,1
4997,1
6531,0
4505,0
4407,0
4743,0
6801,0
959,0
6835,0
184,0
6567,0
20,1
4440,0
3588,0
628,1
6420,1
4261,1
6357,0
1546,1
377,0
3145,1
6299,1
7039,1
3259,1
6953,1
5291,0
6397,0
3107,0
3597,0
1884,0
4501,1
3257,1
5435,0
6135,0
7784,1
7512,1
2057,1
321,0
4332,0
7125,0
1761,0
1279,0
7277,1
4422,0
5744,0
4747,0
2323,0
5841,0
5761,0
1752,1
7063,0
4404,0
2107,1
5565,0
4675,0
5850,0
2312,1
1732,1
100,1
6867,1
6636,0
6544,0
7500,0
2418,1
3419,1
4546,0
1708,0
7000,1
3449,0
4853,0
1402,1
498,0
6376,0
2331,0
2823,1
936,1
3059,0
6494,0
6642,0
3114,0
3252,0
3856,0
5809,0
600,0
2081,0
183,1
7191,0
1149,0
3208,1
3463,1
5967,0
1577,0
6054,0
6,0
910,0
4191,0
2187,1
116,1
6574,1
4018,0
485,1
924,1
7069,0
5050,1
5008,0
3548,0
1725,1
3678,1
5169,0
5265,0
2315,1
4709,0
168,0
1026,0
2695,1
2275,1
5890,0
575,0
5133,0
3057,1
4926,1
3735,1
1670,0
7758,0
760,0
5483,0
5554,1
7491,1
1605,0
2628,1
7332,0
6810,0
1619,0
362,0
2141,0
3649,0
2464,0
7767,1
4527,0
2864,1
4140,0
3372,1
4734,0
948,0
5231,0
6547,0
6155,1
7292,1
4413,0
2550,0
4186,0
4699,0
5263,1
61,0
6989,1
6332,0
7704,0
4603,0
7411,0
3948,0
6283,0
1368,0
1544,0
3429,0
7244,0
4910,0
5938,1
1174,0
2151,0
4559,1
7012,1
4984,0
5060,0
4550,1
264,0
4382,0
1135,0
7452,0
3809,0
7249,1
3765,0
6700,1
7476,1
2942,1
1138,0
6463,0
5807,0
3874,1
7446,0
4299,1
4701,0
515,0
4148,0
2713,0
391,0
2674,0
6489,0
7705,0
7684,1
2465,0
4280,1
537,1
2011,1
3672,0
216,0
4784,1
2250,0
945,0
1083,1
4217,0
2092,0
3281,0
4415,1
2407,0
3434,1
1000,1
4529,0
5593,0
1058,0
2881,0
6213,0
2532,0
2417,0
6145,0
618,1
6401,1
6924,0
7048,1
207,0
3976,0
3417,0
2261,1
5045,1
2112,0
6836,1
6099,1
7246,0
7648,0
3240,0
5426,0
4924,0
7066,1
5734,0
6011,1
1689,0
5576,0
1594,0
5729,0
5710,0
4055,1
501,1
4847,1
2507,0
1603,0
129,1
5028,1
4091,0
4632,1
1442,0
4700,0
7479,1
319,1
7762,1
5106,0
3485,0
3278,1
7507,0
872,0
3354,0
4781,1
7448,1
7553,0
3805,0
3242,0
5245,0
6553,0
1669,0
3802,1
6105,0
621,0
2685,0
4003,0
5714,1
2454,0
2745,1
1887,1
1713,1
7087,0
6921,0
898,1
4359,1
7096,1
3121,0
647,0
3693,0
3836,1
6027,1
6957,0
2698,1
1569,0
3112,1
2434,1
7473,0
4330,0
7341,0
4974,0
5155,1
4465,1
11,0
3034,0
6711,1
7204,1
4434,1
2318,1
324,0
6417,0
6311,0
3378,0
598,0
4844,1
5855,0
3159,0
1187,0
4833,0
1433,1
6186,1
3835,0
2287,1
3130,0
1039,0
7594,1
5038,0
732,1
6826,0
5450,0
6580,1
6038,1
3932,1
5950,0
557,0
303,0
4224,1
6751,0
359,0
381,0
3759,1
4808,0
4931,0
1992,0
2292,0
7817,0
1037,0
6756,0
3164,0
6182,0
546,0
2700,0
7457,0
5535,0
3018,1
5691,0
551,0
3581,1
4355,1
5749,1
3854,1
6093,1
6740,0
346,1
7461,0
4459,0
1691,0
59,0
7489,0
6892,1
5853,0
7629,1
6532,0
3051,0
2798,0
2606,0
5186,1
5798,1
5856,0
6510,0
7220,1
6097,0
75,0
1071,0
4517,0
2136,0
4368,1
1744,0
868,0
926,0
4120,0
1222,1
426,0
4554,0
2703,1
765,0
6396,1
3025,1
2009,0
3839,0
783,0
3576,0
5013,0
3721,1
5828,1
5216,1
4441,0
3028,0
5756,0
3478,0
3725,1
3448,0
612,0
5851,0
4209,0
3270,1
3286,0
2159,0
3336,0
3888,0
1063,0
790,0
1393,0
6079,0
6883,0
6161,0
7072,0
6595,0
2147,0
4001,1
6676,0
2797,0
2877,1
1827,1
943,1
6695,0
6455,0
7070,0
4164,0
7536,1
197,1
1059,1
1548,0
746,0
7670,0
2214,0
6828,0
120,0
3471,0
4479,0
741,0
3822,0
4646,0
2840,1
282,1
6873,0
7051,0
3134,0
4156,0
7794,1
6915,0
1420,0
833,0
2134,0
6918,1
5225,0
3774,1
4979,1
5324,1
7683,1
5912,0
7357,0
3750,1
2149,1
5295,0
6077,0
5479,1
2565,0
3033,1
1326,1
3986,1
3651,0
6073,1
4622,0
4252,1
4735,0
4175,1
7223,0
6500,0
4694,0
4406,0
925,0
5069,1
972,0
3039,1
6336,0
6467,1
1638,0
1657,0
4101,0
606,0
6481,1
4504,0
6028,0
4991,0
4010,1
1126,0
357,0
4661,0
1660,0
2992,1
4438,0
3190,1
763,0
2581,0
5431,0
6045,0
4449,0
1595,0
1829,1
4074,0
5282,0
7198,0
3775,0
2689,0
4457,1
1999,1
2782,0
4637,0
76,0
6933,0
4792,0
2915,0
5606,1
1785,0
553,0
4113,0
3876,0
4836,0
4350,1
2603,1
