,toxic
238,1
5257,1
5151,1
5332,1
5011,1
6600,1
4626,1
2871,1
847,0
1897,0
4107,0
2026,0
5300,0
12,0
7374,1
3530,1
5703,1
3277,1
2937,1
77,1
6109,0
3144,1
5477,0
5384,0
5546,1
6621,1
5406,1
505,0
4315,1
4237,1
260,0
3231,0
2899,1
4638,0
7547,1
6950,0
5964,1
6812,0
3108,0
7025,1
6838,0
2390,1
3686,1
1800,1
2958,0
4794,1
986,1
7416,1
4793,1
1185,1
254,1
2981,0
1312,0
2440,1
881,1
1859,1
1840,1
4080,1
2351,1
7586,1
5783,1
3598,0
1781,0
5813,1
2676,1
2833,1
2473,0
5449,1
7561,0
7228,1
6151,1
4572,1
473,0
6898,1
5379,1
803,1
6690,1
7508,1
2659,0
966,1
6908,1
3648,0
2846,1
6607,1
3778,1
5640,1
4455,1
3939,1
4673,1
6731,1
5625,1
6069,1
6628,1
1934,1
3562,1
7020,1
2403,1
128,1
3373,1
2744,1
2438,1
6978,1
4520,1
5248,1
7701,1
4174,0
1553,1
2533,0
142,0
5865,0
555,1
2288,0
1680,1
7219,0
3418,0
1642,1
3747,1
6961,0
5494,1
3857,0
6473,0
4958,1
6893,0
3120,0
6671,1
7428,1
5347,1
4128,1
3125,1
4855,1
5581,1
7628,1
7700,0
6650,1
5515,1
3612,0
748,0
1295,0
5165,1
300,1
849,1
1055,0
1870,0
6035,0
5465,0
5763,1
3258,1
2231,1
1333,0
1482,1
3559,1
5486,0
2326,0
3977,1
4492,0
6206,1
2946,0
965,1
4672,1
3738,1
657,1
5522,1
4068,1
5194,0
3904,0
3991,1
589,1
1717,1
3068,1
6998,0
2423,0
3794,1
1436,1
1451,0
1115,1
2100,1
1510,1
2145,1
6797,1
3754,1
2860,1
7314,1
2246,1
466,1
4322,0
4160,0
2225,1
30,0
7447,0
3963,1
1256,1
1325,1
4959,1
2717,1
7315,0
1604,0
4592,1
1921,1
3473,1
5289,0
3140,0
1762,1
680,1
5398,0
3969,1
1367,1
6104,1
6705,0
5542,1
1910,0
1352,1
2885,1
3696,1
663,1
6441,0
2466,0
5412,1
4908,1
3441,0
23,1
6848,1
6761,0
220,1
3247,0
6428,1
2329,1
4657,1
2601,1
1775,0
1431,1
6884,1
7213,1
7556,0
5212,0
6348,1
5322,1
5797,1
4036,0
3187,1
3701,0
5468,1
6839,1
278,1
3056,1
2706,1
2377,0
644,1
3578,1
7820,1
223,1
3679,1
3593,0
5299,1
7027,1
5972,1
2469,0
3132,1
3535,0
5885,0
4857,1
7662,1
7637,1
1909,0
450,1
6774,0
4245,0
4966,1
2431,0
7789,1
6174,0
4885,1
3982,1
1880,1
7342,1
5821,1
3724,0
1470,0
7526,0
2144,1
1673,0
4399,1
3395,1
3394,1
7079,0
7422,1
3462,0
5290,0
1698,0
535,0
2543,1
83,1
6795,0
7420,0
2015,1
1347,1
4682,1
5623,1
2203,0
934,0
2746,1
5126,1
5781,1
1461,1
6110,1
7061,0
5111,1
5872,1
7133,1
7343,1
4070,0
886,0
4066,1
1640,1
7359,1
2283,1
1438,1
6070,1
862,0
6261,1
1061,1
2022,1
3623,0
1774,1
1970,1
5181,1
1578,1
5539,1
1714,1
873,1
5502,0
5357,1
2148,1
4146,1
6620,1
6606,1
4259,1
5001,1
3189,1
7809,1
5986,0
5776,0
6993,1
625,1
5219,0
7453,1
1946,1
2347,1
3180,0
6461,0
2721,1
2008,0
4790,1
384,1
3246,1
199,1
130,1
1770,0
6593,1
4594,0
1606,1
6056,1
3669,0
2171,0
5138,1
2847,0
2234,1
3844,0
4814,1
4862,1
5971,1
2732,1
3845,0
481,0
4419,1
4997,1
6531,1
4505,1
4407,1
4743,0
6801,1
959,0
6835,0
184,0
6567,0
20,1
4440,1
3588,1
628,1
6420,1
4261,1
6357,1
1546,1
377,0
3145,1
6299,1
7039,1
3259,1
6953,1
5291,1
6397,0
3107,0
3597,0
1884,0
4501,1
3257,1
5435,0
6135,0
7784,1
7512,1
2057,1
321,1
4332,1
7125,1
1761,1
1279,0
7277,1
4422,0
5744,0
4747,0
2323,0
5841,0
5761,0
1752,1
7063,0
4404,0
2107,1
5565,0
4675,1
5850,0
2312,1
1732,1
100,1
6867,1
6636,1
6544,0
7500,0
2418,1
3419,1
4546,0
1708,0
7000,1
3449,1
4853,0
1402,1
498,0
6376,0
2331,1
2823,1
936,1
3059,0
6494,0
6642,1
3114,0
3252,0
3856,1
5809,1
600,0
2081,1
183,1
7191,0
1149,1
3208,1
3463,1
5967,0
1577,1
6054,1
6,0
910,0
4191,0
2187,1
116,1
6574,1
4018,1
485,1
924,1
7069,0
5050,1
5008,0
3548,1
1725,1
3678,1
5169,1
5265,1
2315,1
4709,0
168,1
1026,1
2695,1
2275,1
5890,0
575,1
5133,1
3057,1
4926,1
3735,1
1670,1
7758,1
760,0
5483,0
5554,1
7491,1
1605,0
2628,1
7332,1
6810,0
1619,1
362,0
2141,1
3649,1
2464,0
7767,1
4527,1
2864,1
4140,0
3372,1
4734,1
948,0
5231,0
6547,1
6155,1
7292,1
4413,0
2550,1
4186,0
4699,1
5263,1
61,1
6989,1
6332,0
7704,0
4603,0
7411,0
3948,0
6283,0
1368,1
1544,0
3429,1
7244,1
4910,0
5938,1
1174,0
2151,0
4559,1
7012,1
4984,1
5060,1
4550,1
264,1
4382,1
1135,1
7452,1
3809,1
7249,1
3765,0
6700,1
7476,1
2942,1
1138,0
6463,1
5807,0
3874,1
7446,0
4299,1
4701,1
515,0
4148,1
2713,1
391,0
2674,1
6489,0
7705,1
7684,1
2465,0
4280,1
537,1
2011,1
3672,0
216,0
4784,1
2250,0
945,1
1083,1
4217,1
2092,1
3281,0
4415,1
2407,1
3434,1
1000,1
4529,1
5593,1
1058,1
2881,1
6213,0
2532,0
2417,1
6145,1
618,1
6401,1
6924,1
7048,1
207,0
3976,0
3417,0
2261,1
5045,1
2112,1
6836,1
6099,1
7246,1
7648,0
3240,0
5426,1
4924,1
7066,1
5734,0
6011,1
1689,0
5576,0
1594,0
5729,1
5710,0
4055,1
501,1
4847,1
2507,1
1603,1
129,1
5028,1
4091,0
4632,1
1442,0
4700,0
7479,1
319,1
7762,1
5106,1
3485,1
3278,1
7507,0
872,0
3354,1
4781,1
7448,1
7553,1
3805,1
3242,0
5245,1
6553,1
1669,0
3802,1
6105,1
621,1
2685,0
4003,0
5714,1
2454,0
2745,1
1887,1
1713,1
7087,0
6921,1
898,1
4359,1
7096,1
3121,0
647,0
3693,0
3836,1
6027,1
6957,1
2698,1
1569,0
3112,1
2434,1
7473,0
4330,0
7341,1
4974,1
5155,1
4465,1
11,1
3034,1
6711,1
7204,1
4434,1
2318,1
324,1
6417,0
6311,0
3378,1
598,0
4844,1
5855,1
3159,1
1187,1
4833,1
1433,1
6186,1
3835,1
2287,1
3130,1
1039,1
7594,1
5038,1
732,1
6826,1
5450,0
6580,1
6038,1
3932,1
5950,0
557,1
303,1
4224,1
6751,1
359,1
381,1
3759,1
4808,1
4931,0
1992,1
2292,1
7817,1
1037,0
6756,0
3164,0
6182,0
546,0
2700,1
7457,1
5535,1
3018,1
5691,0
551,1
3581,1
4355,1
5749,1
3854,1
6093,1
6740,1
346,1
7461,0
4459,0
1691,1
59,0
7489,1
6892,1
5853,0
7629,1
6532,1
3051,1
2798,1
2606,0
5186,1
5798,1
5856,0
6510,1
7220,1
6097,1
75,1
1071,1
4517,1
2136,1
4368,1
1744,1
868,1
926,1
4120,1
1222,1
426,1
4554,0
2703,1
765,1
6396,1
3025,1
2009,0
3839,1
783,1
3576,1
5013,1
3721,1
5828,1
5216,1
4441,1
3028,0
5756,1
3478,1
3725,1
3448,1
612,0
5851,1
4209,0
3270,1
3286,1
2159,1
3336,1
3888,1
1063,0
790,1
1393,0
6079,1
6883,1
6161,0
7072,0
6595,0
2147,0
4001,1
6676,1
2797,0
2877,1
1827,1
943,1
6695,1
6455,1
7070,0
4164,0
7536,1
197,1
1059,1
1548,1
746,0
7670,0
2214,1
6828,1
120,1
3471,0
4479,0
741,0
3822,0
4646,1
2840,1
282,1
6873,0
7051,1
3134,1
4156,1
7794,1
6915,1
1420,0
833,1
2134,0
6918,1
5225,1
3774,1
4979,1
5324,1
7683,1
5912,1
7357,1
3750,1
2149,1
5295,0
6077,0
5479,1
2565,1
3033,1
1326,1
3986,1
3651,1
6073,1
4622,0
4252,1
4735,0
4175,1
7223,0
6500,1
4694,0
4406,1
925,0
5069,1
972,0
3039,1
6336,1
6467,1
1638,1
1657,1
4101,1
606,1
6481,1
4504,1
6028,1
4991,1
4010,1
1126,0
357,1
4661,0
1660,0
2992,1
4438,1
3190,1
763,0
2581,1
5431,1
6045,1
4449,1
1595,1
1829,1
4074,1
5282,1
7198,0
3775,1
2689,1
4457,1
1999,1
2782,0
4637,0
76,0
6933,0
4792,1
2915,1
5606,1
1785,1
553,1
4113,1
3876,1
4836,0
4350,1
2603,1
